100	0.0000025
200	0.0000015
300	0.0000015
400	0.0000010
500	0.0000015
600	0.0000015
700	0.0000010
800	0.0000015
900	0.0000010
1000	0.0000015
1100	0.0000015
1200	0.0000010
1300	0.0000015
1400	0.0000010
1500	0.0000015
1600	0.0000010
1700	0.0000015
1800	0.0000010
1900	0.0000010
2000	0.0000015
2100	0.0000010
2200	0.0000015
2300	0.0000015
2400	0.0000015
2500	0.0000015
2600	0.0000015
2700	0.0000015
2800	0.0000015
2900	0.0000010
3000	0.0000010
3100	0.0000015
3200	0.0000010
3300	0.0000015
3400	0.0000010
3500	0.0000015
3600	0.0000010
3700	0.0000015
3800	0.0000010
3900	0.0000010
4000	0.0000015
4100	0.0000010
4200	0.0000015
4300	0.0000010
4400	0.0000015
4500	0.0000010
4600	0.0000015
4700	0.0000015
4800	0.0000025
4900	0.0000015
5000	0.0000020
5100	0.0000020
5200	0.0000015
5300	0.0000015
5400	0.0000010
5500	0.0000010
5600	0.0000015
5700	0.0000010
5800	0.0000015
5900	0.0000010
6000	0.0000015
6100	0.0000010
6200	0.0000015
6300	0.0000010
6400	0.0000010
6500	0.0000015
6600	0.0000015
6700	0.0000010
6800	0.0000010
6900	0.0000015
7000	0.0000010
7100	0.0000015
7200	0.0000010
7300	0.0000010
7400	0.0000015
7500	0.0000010
7600	0.0000015
7700	0.0000010
7800	0.0000010
7900	0.0000015
8000	0.0000010
8100	0.0000015
8200	0.0000010
8300	0.0000015
8400	0.0000010
8500	0.0000015
8600	0.0000010
8700	0.0000015
8800	0.0000010
8900	0.0000015
9000	0.0000015
9100	0.0000010
9200	0.0000015
9300	0.0000010
9400	0.0000015
9500	0.0000010
9600	0.0000010
9700	0.0000015
9800	0.0000010
9900	0.0000015
